epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,39725.2,1.05023,0.59533,0.90754,0.73244,0.60244,0.65963,0.43989,1.08824,0.68873,0.92733,0.00208,0.00208,0.00208
82,40033.2,1.04365,0.59092,0.90545,0.73092,0.60154,0.66028,0.44147,1.08815,0.68771,0.92721,0.001981,0.001981,0.001981
83,40608.8,1.04562,0.59178,0.90528,0.73512,0.60059,0.66061,0.44122,1.0887,0.68826,0.92699,0.001882,0.001882,0.001882
84,41019.2,1.0421,0.58822,0.90502,0.73419,0.59891,0.65773,0.43802,1.08925,0.68961,0.92766,0.001783,0.001783,0.001783
85,41321.6,1.03813,0.58366,0.90441,0.73736,0.59794,0.65932,0.43918,1.08835,0.68937,0.92767,0.001684,0.001684,0.001684
86,41617.1,1.03772,0.58012,0.90268,0.73116,0.60409,0.65844,0.43826,1.08709,0.69048,0.92728,0.001585,0.001585,0.001585
87,42230.9,1.03639,0.57904,0.9041,0.73782,0.59902,0.65731,0.43755,1.08619,0.69233,0.92754,0.001486,0.001486,0.001486
88,42527.9,1.03421,0.57759,0.90271,0.72698,0.60623,0.65729,0.43821,1.0888,0.69279,0.92813,0.001387,0.001387,0.001387
89,42823.9,1.03281,0.57391,0.90245,0.7219,0.6061,0.65745,0.43887,1.08993,0.69228,0.92772,0.001288,0.001288,0.001288
90,44137.3,1.02766,0.5707,0.90068,0.72502,0.60365,0.65666,0.43758,1.09002,0.69437,0.92789,0.001189,0.001189,0.001189
91,44438.5,1.01866,0.55519,0.90258,0.72387,0.60278,0.65574,0.43689,1.091,0.69632,0.92859,0.00109,0.00109,0.00109
92,44728.5,1.01689,0.54892,0.89703,0.72684,0.60093,0.65555,0.43688,1.09229,0.69686,0.92769,0.000991,0.000991,0.000991
93,45017.8,1.01203,0.54438,0.89887,0.71574,0.60549,0.65432,0.43651,1.09255,0.69855,0.92822,0.000892,0.000892,0.000892
94,45309.3,1.00996,0.54076,0.89807,0.72848,0.5957,0.65379,0.43575,1.09439,0.69981,0.9292,0.000793,0.000793,0.000793
95,45894.9,1.00243,0.53626,0.89675,0.73926,0.58693,0.65233,0.4346,1.09509,0.70222,0.93029,0.000694,0.000694,0.000694
96,46192.3,1.00098,0.53519,0.89588,0.73547,0.59117,0.65267,0.43488,1.09559,0.70235,0.9309,0.000595,0.000595,0.000595
97,46883.7,0.99901,0.53104,0.89492,0.73251,0.59264,0.65187,0.43417,1.09752,0.70198,0.93116,0.000496,0.000496,0.000496
98,47334.4,0.99791,0.52912,0.89433,0.72919,0.59303,0.65225,0.43369,1.09829,0.70319,0.93081,0.000397,0.000397,0.000397
99,47624.4,0.99385,0.52532,0.89425,0.73078,0.59518,0.65246,0.43435,1.0983,0.70346,0.93077,0.000298,0.000298,0.000298
100,47972.3,0.99094,0.52216,0.89201,0.73469,0.59205,0.6516,0.43389,1.0985,0.70459,0.9309,0.000199,0.000199,0.000199
